identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total,win,secondes_notif
14133,1594958642.0,07-17-2020 06:04:02,4,1,4,True,294
14134,1594958644.0,07-17-2020 06:04:04,4,1,4,True,744
14135,1594958644.0,07-17-2020 06:04:04,7,1,7,True,557
14136,1594958644.0,07-17-2020 06:04:04,2,1,2,True,291
14137,1594958646.0,07-17-2020 06:04:06,6,1,6,True,26
14138,1594958646.0,07-17-2020 06:04:06,1,1,1,True,432
14139,1594958647.0,07-17-2020 06:04:07,3,1,3,True,446
14140,1594958648.0,07-17-2020 06:04:08,2,1,2,True,820
14141,1594958648.0,07-17-2020 06:04:08,3,1,3,True,820
14142,1594958652.0,07-17-2020 06:04:12,2,1,2,True,251
14143,1594958652.0,07-17-2020 06:04:12,3,1,3,False,218
14144,1594958654.0,07-17-2020 06:04:14,15,1,15,True,354
14145,1594958654.0,07-17-2020 06:04:14,7,1,7,True,45
14146,1594958654.0,07-17-2020 06:04:14,4,1,4,True,198
14147,1594958656.0,07-17-2020 06:04:16,4,1,4,True,844
14148,1594958656.0,07-17-2020 06:04:16,3,1,3,True,763
14149,1594958656.0,07-17-2020 06:04:16,3,1,3,True,835
14150,1594958658.0,07-17-2020 06:04:18,4,1,4,False,570
14151,1594958659.0,07-17-2020 06:04:19,2,1,2,True,772
14152,1594958660.0,07-17-2020 06:04:20,4,1,4,True,274
14153,1594958662.0,07-17-2020 06:04:22,4,1,4,True,92
14154,1594958665.0,07-17-2020 06:04:25,1,1,1,True,47
14155,1594958665.0,07-17-2020 06:04:25,4,1,4,True,885
14156,1594958667.0,07-17-2020 06:04:27,6,1,6,True,687
14157,1594958670.0,07-17-2020 06:04:30,8,1,8,True,430
14158,1594958673.0,07-17-2020 06:04:33,0,1,0,True,152
14159,1594958674.0,07-17-2020 06:04:34,6,1,6,True,387
14160,1594958676.0,07-17-2020 06:04:36,3,1,3,True,10
14161,1594958677.0,07-17-2020 06:04:37,5,1,5,True,434
14162,1594958677.0,07-17-2020 06:04:37,8,1,8,True,101
14163,1594958677.0,07-17-2020 06:04:37,1,1,1,False,50
14164,1594958680.0,07-17-2020 06:04:40,3,1,3,True,771
14165,1594958681.0,07-17-2020 06:04:41,0,1,0,True,644
14166,1594958682.0,07-17-2020 06:04:42,11,1,11,True,571
14167,1594958683.0,07-17-2020 06:04:43,10,1,10,True,79
14168,1594958685.0,07-17-2020 06:04:45,1,1,1,True,552
14169,1594958685.0,07-17-2020 06:04:45,1,1,1,True,616
14170,1594958686.0,07-17-2020 06:04:46,6,1,6,True,827
14171,1594958689.0,07-17-2020 06:04:49,4,1,4,True,863
14172,1594958690.0,07-17-2020 06:04:50,5,1,5,True,140
14173,1594958693.0,07-17-2020 06:04:53,2,1,2,True,769
14174,1594958697.0,07-17-2020 06:04:57,2,1,2,True,683
14175,1594958699.0,07-17-2020 06:04:59,1,1,1,True,655
14176,1594958700.0,07-17-2020 06:05:00,0,1,0,True,702
14177,1594958700.0,07-17-2020 06:05:00,1,1,1,True,623
14178,1594958704.0,07-17-2020 06:05:04,3,1,3,True,680
14179,1594958705.0,07-17-2020 06:05:05,4,1,4,True,884
14180,1594958705.0,07-17-2020 06:05:05,1,1,1,True,386
14181,1594958707.0,07-17-2020 06:05:07,1,1,1,True,757
14182,1594958708.0,07-17-2020 06:05:08,4,1,4,True,724
14183,1594958708.0,07-17-2020 06:05:08,0,1,0,True,379
14184,1594958709.0,07-17-2020 06:05:09,6,1,6,True,515
14185,1594958712.0,07-17-2020 06:05:12,9,1,9,True,509
14186,1594958713.0,07-17-2020 06:05:13,1,1,1,True,319
14187,1594958713.0,07-17-2020 06:05:13,6,1,6,True,793
14188,1594958717.0,07-17-2020 06:05:17,4,1,4,True,456
14189,1594958719.0,07-17-2020 06:05:19,2,1,2,True,214
14190,1594958719.0,07-17-2020 06:05:19,4,1,4,True,813
14191,1594958722.0,07-17-2020 06:05:22,2,1,2,True,214
14192,1594958723.0,07-17-2020 06:05:23,10,1,10,True,832
14193,1594958726.0,07-17-2020 06:05:26,1,1,1,True,252
14194,1594958726.0,07-17-2020 06:05:26,4,1,4,True,400
14195,1594958728.0,07-17-2020 06:05:28,9,1,9,True,779
14196,1594958728.0,07-17-2020 06:05:28,6,1,6,True,350
14197,1594958733.0,07-17-2020 06:05:33,0,1,0,True,853
14198,1594958733.0,07-17-2020 06:05:33,6,1,6,False,426
14199,1594958735.0,07-17-2020 06:05:35,3,1,3,True,622
14200,1594958736.0,07-17-2020 06:05:36,3,1,3,True,111
14201,1594958736.0,07-17-2020 06:05:36,5,1,5,True,404
14202,1594958737.0,07-17-2020 06:05:37,2,1,2,True,594
14203,1594958739.0,07-17-2020 06:05:39,1,1,1,False,554
14204,1594958740.0,07-17-2020 06:05:40,1,1,1,True,534
14205,1594958741.0,07-17-2020 06:05:41,5,1,5,True,125
14206,1594958742.0,07-17-2020 06:05:42,3,1,3,True,884
14207,1594958744.0,07-17-2020 06:05:44,3,1,3,True,844
14208,1594959706.0,07-17-2020 06:21:46,5,1,5,True,635
14209,1594959712.0,07-17-2020 06:21:52,1,1,1,True,83
14210,1594959715.0,07-17-2020 06:21:55,6,1,6,True,573
14211,1594960717.0,07-17-2020 06:38:37,11,1,11,True,411
14212,1594960721.0,07-17-2020 06:38:41,4,1,4,True,125
14213,1594960725.0,07-17-2020 06:38:45,6,1,6,True,237
14214,1594960727.0,07-17-2020 06:38:47,3,1,3,True,262
14215,1594960735.0,07-17-2020 06:38:55,7,1,7,True,276
14216,1594960739.0,07-17-2020 06:38:59,5,1,5,True,285
14217,1594960748.0,07-17-2020 06:39:08,5,1,5,True,836
14218,1594960757.0,07-17-2020 06:39:17,3,1,3,True,895
14219,1594960761.0,07-17-2020 06:39:21,3,1,3,True,789
14220,1594960763.0,07-17-2020 06:39:23,5,1,5,True,670
14221,1594960768.0,07-17-2020 06:39:28,2,1,2,True,16
14222,1594960774.0,07-17-2020 06:39:34,5,1,5,True,88
14223,1594960780.0,07-17-2020 06:39:40,0,1,0,True,220
14224,1594960783.0,07-17-2020 06:39:43,0,1,0,True,203
14225,1594960789.0,07-17-2020 06:39:49,5,1,5,True,406
14226,1594960794.0,07-17-2020 06:39:54,1,1,1,True,821
14227,1594960799.0,07-17-2020 06:39:59,8,1,8,True,166
14228,1594960801.0,07-17-2020 06:40:01,8,1,8,True,263
14229,1594960810.0,07-17-2020 06:40:10,6,1,6,False,102
14230,1594960817.0,07-17-2020 06:40:17,0,1,0,True,701
14231,1594960819.0,07-17-2020 06:40:19,4,1,4,True,235
14232,1594960821.0,07-17-2020 06:40:21,4,1,4,True,834
14233,1594960829.0,07-17-2020 06:40:29,2,1,2,False,153
14234,1594960837.0,07-17-2020 06:40:37,4,1,4,True,553
14235,1594960840.0,07-17-2020 06:40:40,4,1,4,True,775
14236,1594960842.0,07-17-2020 06:40:42,8,1,8,True,381
14237,1594960843.0,07-17-2020 06:40:43,6,1,6,True,561
14238,1594960847.0,07-17-2020 06:40:47,5,1,5,True,648
14239,1594960850.0,07-17-2020 06:40:50,3,1,3,True,429
14240,1594960858.0,07-17-2020 06:40:58,1,1,1,True,564
14241,1594960860.0,07-17-2020 06:41:00,3,1,3,True,166
14242,1594960864.0,07-17-2020 06:41:04,1,1,1,True,288
14243,1594960870.0,07-17-2020 06:41:10,3,1,3,True,390
14244,1594960871.0,07-17-2020 06:41:11,4,1,4,True,92
14245,1594960878.0,07-17-2020 06:41:18,5,1,5,True,79
14246,1594960883.0,07-17-2020 06:41:23,1,1,1,False,573
14247,1594960888.0,07-17-2020 06:41:28,1,1,1,True,277
14248,1594960894.0,07-17-2020 06:41:34,2,1,2,True,703
14249,1594960899.0,07-17-2020 06:41:39,2,1,2,True,340
14250,1594960907.0,07-17-2020 06:41:47,0,1,0,True,460
14251,1594960913.0,07-17-2020 06:41:53,5,1,5,True,584
14252,1594960917.0,07-17-2020 06:41:57,1,1,1,True,430
14253,1594960918.0,07-17-2020 06:41:58,1,1,1,True,729
14254,1594960922.0,07-17-2020 06:42:02,6,1,6,True,29
14255,1594960929.0,07-17-2020 06:42:09,2,1,2,True,590
14256,1594960941.0,07-17-2020 06:42:21,9,1,9,True,576
14257,1594960944.0,07-17-2020 06:42:24,1,1,1,True,387
14258,1594960952.0,07-17-2020 06:42:32,2,1,2,True,775
14259,1594960959.0,07-17-2020 06:42:39,7,1,7,True,225
14260,1594960960.0,07-17-2020 06:42:40,6,1,6,True,589
14261,1594960964.0,07-17-2020 06:42:44,2,1,2,True,197
14262,1594960972.0,07-17-2020 06:42:52,3,1,3,True,828
14263,1594960977.0,07-17-2020 06:42:57,7,1,7,True,405
14264,1594960981.0,07-17-2020 06:43:01,4,1,4,True,404
14265,1594960992.0,07-17-2020 06:43:12,0,1,0,True,415
14266,1594960993.0,07-17-2020 06:43:13,2,1,2,True,64
14267,1594960999.0,07-17-2020 06:43:19,1,1,1,True,651
14268,1594961006.0,07-17-2020 06:43:26,6,1,6,True,625
14269,1594961009.0,07-17-2020 06:43:29,2,1,2,True,101
14270,1594961018.0,07-17-2020 06:43:38,4,1,4,True,189
14271,1594961027.0,07-17-2020 06:43:47,6,1,6,True,244
14272,1594961035.0,07-17-2020 06:43:55,4,1,4,True,834
14273,1594961041.0,07-17-2020 06:44:01,1,1,1,True,835
14274,1594961046.0,07-17-2020 06:44:06,7,1,7,True,657
14275,1594961050.0,07-17-2020 06:44:10,3,1,3,True,719
14276,1594961057.0,07-17-2020 06:44:17,5,1,5,True,864
14277,1594961060.0,07-17-2020 06:44:20,9,1,9,True,734
14278,1594961062.0,07-17-2020 06:44:22,0,1,0,True,626
14279,1594961068.0,07-17-2020 06:44:28,5,1,5,True,581
14280,1594961077.0,07-17-2020 06:44:37,2,1,2,True,842
14281,1594961083.0,07-17-2020 06:44:43,4,1,4,True,147
14282,1594961090.0,07-17-2020 06:44:50,4,1,4,True,85
14283,1594961095.0,07-17-2020 06:44:55,8,1,8,True,807
14284,1594961102.0,07-17-2020 06:45:02,6,1,6,True,61
14285,1594961104.0,07-17-2020 06:45:04,1,1,1,True,231
14286,1594961106.0,07-17-2020 06:45:06,0,1,0,True,554
14287,1594961117.0,07-17-2020 06:45:17,1,1,1,True,683
14288,1594961125.0,07-17-2020 06:45:25,3,1,3,True,315
14289,1594961132.0,07-17-2020 06:45:32,2,1,2,True,681
14290,1594961135.0,07-17-2020 06:45:35,1,1,1,True,234
14291,1594961145.0,07-17-2020 06:45:45,6,1,6,True,782
14292,1594961150.0,07-17-2020 06:45:50,0,1,0,True,122
14293,1594961155.0,07-17-2020 06:45:55,5,1,5,True,585
14294,1594961160.0,07-17-2020 06:46:00,4,1,4,True,341
14295,1594961163.0,07-17-2020 06:46:03,5,1,5,True,313
14296,1594961169.0,07-17-2020 06:46:09,6,1,6,True,50
14297,1594961181.0,07-17-2020 06:46:21,2,1,2,True,729
14298,1594961188.0,07-17-2020 06:46:28,10,1,10,True,816
14299,1594961197.0,07-17-2020 06:46:37,4,1,4,True,221
14300,1594961207.0,07-17-2020 06:46:47,3,1,3,True,648
14301,1594961213.0,07-17-2020 06:46:53,2,1,2,True,860
14302,1594961220.0,07-17-2020 06:47:00,2,1,2,True,100
14303,1594961226.0,07-17-2020 06:47:06,5,1,5,True,114
14304,1594961231.0,07-17-2020 06:47:11,5,1,5,True,683
14305,1594961241.0,07-17-2020 06:47:21,11,1,11,True,593
14306,1594961254.0,07-17-2020 06:47:34,7,1,7,True,702
14307,1594961257.0,07-17-2020 06:47:37,4,1,4,True,892
14308,1594961263.0,07-17-2020 06:47:43,1,1,1,True,465
14309,1594961275.0,07-17-2020 06:47:55,4,1,4,False,482
14310,1594961285.0,07-17-2020 06:48:05,3,1,3,True,239
14311,1594961289.0,07-17-2020 06:48:09,3,1,3,True,513
14312,1594961292.0,07-17-2020 06:48:12,7,1,7,True,671
14313,1594961296.0,07-17-2020 06:48:16,1,1,1,True,847
14314,1594961303.0,07-17-2020 06:48:23,0,1,0,True,545
14315,1594961312.0,07-17-2020 06:48:32,4,1,4,True,266
14316,1594961320.0,07-17-2020 06:48:40,6,1,6,True,453
14317,1594961324.0,07-17-2020 06:48:44,3,1,3,True,333
14318,1594961330.0,07-17-2020 06:48:50,0,1,0,False,178
14319,1594961336.0,07-17-2020 06:48:56,2,1,2,True,171
14320,1594961342.0,07-17-2020 06:49:02,5,1,5,True,243
14321,1594962355.0,07-17-2020 07:05:55,6,1,6,True,634
14322,1594962368.0,07-17-2020 07:06:08,4,1,4,True,825
14323,1594962382.0,07-17-2020 07:06:22,4,1,4,True,468
14324,1594962391.0,07-17-2020 07:06:31,7,1,7,True,358
14325,1594962400.0,07-17-2020 07:06:40,3,1,3,True,130
14326,1594962410.0,07-17-2020 07:06:50,6,1,6,True,135
14327,1594962417.0,07-17-2020 07:06:57,2,1,2,True,609
14328,1594962427.0,07-17-2020 07:07:07,0,1,0,True,650
14329,1594962439.0,07-17-2020 07:07:19,9,1,9,True,737
14330,1594962446.0,07-17-2020 07:07:26,5,1,5,True,742
14331,1594962452.0,07-17-2020 07:07:32,8,1,8,True,242
14332,1594962461.0,07-17-2020 07:07:41,1,1,1,True,468
14333,1594962471.0,07-17-2020 07:07:51,9,1,9,True,463
14334,1594962478.0,07-17-2020 07:07:58,5,1,5,True,409
14335,1594962487.0,07-17-2020 07:08:07,5,1,5,True,443
14336,1594962494.0,07-17-2020 07:08:14,1,1,1,True,267
14337,1594962499.0,07-17-2020 07:08:19,3,1,3,True,60
14338,1594962508.0,07-17-2020 07:08:28,0,1,0,True,88
14339,1594962519.0,07-17-2020 07:08:39,3,1,3,True,133
14340,1594962526.0,07-17-2020 07:08:46,1,1,1,True,858
14341,1594962535.0,07-17-2020 07:08:55,4,1,4,True,785
14342,1594962546.0,07-17-2020 07:09:06,3,1,3,True,50
14343,1594962554.0,07-17-2020 07:09:14,0,1,0,True,115
14344,1594962568.0,07-17-2020 07:09:28,3,1,3,True,456
14345,1594962581.0,07-17-2020 07:09:41,6,1,6,True,614
14346,1594962585.0,07-17-2020 07:09:45,2,1,2,True,462
14347,1594962596.0,07-17-2020 07:09:56,2,1,2,True,350
14348,1594962605.0,07-17-2020 07:10:05,0,1,0,True,726
14349,1594962615.0,07-17-2020 07:10:15,5,1,5,True,853
14350,1594962625.0,07-17-2020 07:10:25,0,1,0,True,35
14351,1594962637.0,07-17-2020 07:10:37,2,1,2,True,832
14352,1594962647.0,07-17-2020 07:10:47,2,1,2,True,712
14353,1594962662.0,07-17-2020 07:11:02,3,1,3,True,129
14354,1594962671.0,07-17-2020 07:11:11,4,1,4,True,57
14355,1594962688.0,07-17-2020 07:11:28,2,1,2,True,374
14356,1594962695.0,07-17-2020 07:11:35,2,1,2,True,60
14357,1594962706.0,07-17-2020 07:11:46,1,1,1,True,380
14358,1594962713.0,07-17-2020 07:11:53,6,1,6,True,184
14359,1594962721.0,07-17-2020 07:12:01,3,1,3,True,95
14360,1594962727.0,07-17-2020 07:12:07,2,1,2,True,757
14361,1594962734.0,07-17-2020 07:12:14,0,1,0,True,94
14362,1594962748.0,07-17-2020 07:12:28,0,1,0,True,713
14363,1594962760.0,07-17-2020 07:12:40,2,1,2,True,736
14364,1594962774.0,07-17-2020 07:12:54,0,1,0,True,785
14365,1594962782.0,07-17-2020 07:13:02,1,1,1,True,900
14366,1594962790.0,07-17-2020 07:13:10,4,1,4,True,609
14367,1594962801.0,07-17-2020 07:13:21,1,1,1,True,732
14368,1594962807.0,07-17-2020 07:13:27,6,1,6,True,516
14369,1594962812.0,07-17-2020 07:13:32,0,1,0,True,256
14370,1594962827.0,07-17-2020 07:13:47,6,1,6,True,382
14371,1594962834.0,07-17-2020 07:13:54,1,1,1,True,594
14372,1594962842.0,07-17-2020 07:14:02,3,1,3,True,242
14373,1594962846.0,07-17-2020 07:14:06,9,1,9,True,631
14374,1594962851.0,07-17-2020 07:14:11,1,1,1,True,799
14375,1594962858.0,07-17-2020 07:14:18,1,1,1,True,268
14376,1594962866.0,07-17-2020 07:14:26,4,1,4,True,267
14377,1594962873.0,07-17-2020 07:14:33,4,1,4,True,739
14378,1594962885.0,07-17-2020 07:14:45,9,1,9,True,29
14379,1594962894.0,07-17-2020 07:14:54,11,1,11,True,389
14380,1594962906.0,07-17-2020 07:15:06,4,1,4,True,499
14381,1594962918.0,07-17-2020 07:15:18,1,1,1,True,512
14382,1594962927.0,07-17-2020 07:15:27,0,1,0,True,449
14383,1594962937.0,07-17-2020 07:15:37,5,1,5,True,758
14384,1594962952.0,07-17-2020 07:15:52,3,1,3,True,720
14385,1594962959.0,07-17-2020 07:15:59,5,1,5,True,200
14386,1594962973.0,07-17-2020 07:16:13,4,1,4,True,640
14387,1594962982.0,07-17-2020 07:16:22,1,1,1,True,844
14388,1594962992.0,07-17-2020 07:16:32,6,1,6,True,284
14389,1594962999.0,07-17-2020 07:16:39,3,1,3,True,686
14390,1594963011.0,07-17-2020 07:16:51,2,1,2,True,236
14391,1594963023.0,07-17-2020 07:17:03,1,1,1,True,839
14392,1594963033.0,07-17-2020 07:17:13,2,1,2,True,567
14393,1594963043.0,07-17-2020 07:17:23,5,1,5,True,511
14394,1594963053.0,07-17-2020 07:17:33,2,1,2,True,358
14395,1594963062.0,07-17-2020 07:17:42,0,1,0,True,793
14396,1594963075.0,07-17-2020 07:17:55,1,1,1,True,539
14397,1594963082.0,07-17-2020 07:18:02,2,1,2,True,338
14398,1594963091.0,07-17-2020 07:18:11,0,1,0,True,213
14399,1594963098.0,07-17-2020 07:18:18,8,1,8,True,238
14400,1594963106.0,07-17-2020 07:18:26,5,1,5,True,881
14401,1594963117.0,07-17-2020 07:18:37,3,1,3,True,595
14402,1594963126.0,07-17-2020 07:18:46,1,1,1,True,297
14403,1594963137.0,07-17-2020 07:18:57,2,1,2,True,106
14404,1594963146.0,07-17-2020 07:19:06,11,1,11,True,361
14405,1594963155.0,07-17-2020 07:19:15,1,1,1,True,536
14406,1594963165.0,07-17-2020 07:19:25,1,1,1,True,444
14407,1594963176.0,07-17-2020 07:19:36,5,1,5,True,627
14408,1594963180.0,07-17-2020 07:19:40,2,1,2,True,882
14409,1594963186.0,07-17-2020 07:19:46,2,1,2,True,225
14410,1594963195.0,07-17-2020 07:19:55,5,1,5,True,856
14411,1594963204.0,07-17-2020 07:20:04,8,1,8,True,667
14412,1594963210.0,07-17-2020 07:20:10,3,1,3,True,498
14413,1594963223.0,07-17-2020 07:20:23,1,1,1,True,229
14414,1594963228.0,07-17-2020 07:20:28,8,1,8,True,412
14415,1594963238.0,07-17-2020 07:20:38,2,1,2,True,793
14416,1594963248.0,07-17-2020 07:20:48,2,1,2,True,829
14417,1594963260.0,07-17-2020 07:21:00,8,1,8,True,124
14418,1594963270.0,07-17-2020 07:21:10,4,1,4,True,186
14419,1594963279.0,07-17-2020 07:21:19,5,1,5,True,166
14420,1594963288.0,07-17-2020 07:21:28,3,1,3,True,744
14421,1594963298.0,07-17-2020 07:21:38,0,1,0,True,335
14422,1594963310.0,07-17-2020 07:21:50,3,1,3,True,862
14423,1594964304.0,07-17-2020 07:38:24,3,1,3,True,868
14424,1594964312.0,07-17-2020 07:38:32,8,1,8,True,402
14425,1594964323.0,07-17-2020 07:38:43,0,1,0,True,76
14426,1594964337.0,07-17-2020 07:38:57,3,1,3,True,821
14427,1594964347.0,07-17-2020 07:39:07,5,1,5,True,804
14428,1594964360.0,07-17-2020 07:39:20,1,1,1,True,623
14429,1594964376.0,07-17-2020 07:39:36,3,1,3,True,178
14430,1594964388.0,07-17-2020 07:39:48,1,1,1,True,674
14431,1594964399.0,07-17-2020 07:39:59,8,1,8,True,883
14432,1594964410.0,07-17-2020 07:40:10,3,1,3,True,806
14433,1594964417.0,07-17-2020 07:40:17,3,1,3,False,812
14434,1594964428.0,07-17-2020 07:40:28,5,1,5,True,280
14435,1594964439.0,07-17-2020 07:40:39,13,1,13,True,828
14436,1594964448.0,07-17-2020 07:40:48,3,1,3,True,301
14437,1594964461.0,07-17-2020 07:41:01,3,1,3,True,175
14438,1594964477.0,07-17-2020 07:41:17,11,1,11,True,106
14439,1594964492.0,07-17-2020 07:41:32,6,1,6,True,414
14440,1594964496.0,07-17-2020 07:41:36,2,1,2,True,887
14441,1594964508.0,07-17-2020 07:41:48,3,1,3,True,300
14442,1594964521.0,07-17-2020 07:42:01,2,1,2,True,63
14443,1594964532.0,07-17-2020 07:42:12,2,1,2,False,847
14444,1594965514.0,07-17-2020 07:58:34,2,1,2,True,273
14445,1594965529.0,07-17-2020 07:58:49,2,1,2,True,165
14446,1594965540.0,07-17-2020 07:59:00,1,1,1,True,397
14447,1594965558.0,07-17-2020 07:59:18,4,1,4,True,346
14448,1594965573.0,07-17-2020 07:59:33,4,1,4,True,634
14449,1594965588.0,07-17-2020 07:59:48,1,1,1,True,272
14450,1594965605.0,07-17-2020 08:00:05,3,1,3,True,891
14451,1594965613.0,07-17-2020 08:00:13,0,1,0,True,245
14452,1594965627.0,07-17-2020 08:00:27,3,1,3,True,750
14453,1594965643.0,07-17-2020 08:00:43,1,1,1,True,566
14454,1594965658.0,07-17-2020 08:00:58,2,1,2,True,448
14455,1594965673.0,07-17-2020 08:01:13,1,1,1,True,79
14456,1594965689.0,07-17-2020 08:01:29,8,1,8,True,532
14457,1594965704.0,07-17-2020 08:01:44,4,1,4,True,262
14458,1594965721.0,07-17-2020 08:02:01,2,1,2,True,669
14459,1594965736.0,07-17-2020 08:02:16,3,1,3,True,429
14460,1594965746.0,07-17-2020 08:02:26,1,1,1,True,521
14461,1594965756.0,07-17-2020 08:02:36,3,1,3,True,94
14462,1594965768.0,07-17-2020 08:02:48,4,1,4,False,203
14463,1594965782.0,07-17-2020 08:03:02,3,1,3,True,303
14464,1594965798.0,07-17-2020 08:03:18,1,1,1,True,766
14465,1594965811.0,07-17-2020 08:03:31,4,1,4,True,41
14466,1594965823.0,07-17-2020 08:03:43,0,1,0,True,784
14467,1594965837.0,07-17-2020 08:03:57,3,1,3,True,418
14468,1594965845.0,07-17-2020 08:04:05,3,1,3,True,408
14469,1594965865.0,07-17-2020 08:04:25,9,1,9,True,49
14470,1594965884.0,07-17-2020 08:04:44,1,1,1,True,850
14471,1594965903.0,07-17-2020 08:05:03,0,1,0,True,900
14472,1594965922.0,07-17-2020 08:05:22,3,1,3,True,810
14473,1594965933.0,07-17-2020 08:05:33,1,1,1,True,772
14474,1594965942.0,07-17-2020 08:05:42,1,1,1,True,36
14475,1594965965.0,07-17-2020 08:06:05,2,1,2,True,288
14476,1594965986.0,07-17-2020 08:06:26,2,1,2,True,565
14477,1594966003.0,07-17-2020 08:06:43,3,1,3,True,522
14478,1594966013.0,07-17-2020 08:06:53,9,1,9,True,75
14479,1594966027.0,07-17-2020 08:07:07,4,1,4,True,395
14480,1594966042.0,07-17-2020 08:07:22,7,1,7,True,735
14481,1594966058.0,07-17-2020 08:07:38,0,1,0,True,859
14482,1594966078.0,07-17-2020 08:07:58,1,1,1,True,877
14483,1594966093.0,07-17-2020 08:08:13,0,1,0,True,134
14484,1594966112.0,07-17-2020 08:08:32,3,1,3,True,234
14485,1594966131.0,07-17-2020 08:08:51,1,1,1,True,174
14486,1594966146.0,07-17-2020 08:09:06,2,1,2,True,789
14487,1594966161.0,07-17-2020 08:09:21,1,1,1,True,469
14488,1594966181.0,07-17-2020 08:09:41,11,1,11,True,279
14489,1594966200.0,07-17-2020 08:10:00,5,1,5,True,267
14490,1594966214.0,07-17-2020 08:10:14,3,1,3,True,252
14491,1594966228.0,07-17-2020 08:10:28,4,1,4,True,812
14492,1594966246.0,07-17-2020 08:10:46,1,1,1,True,583
14493,1594966263.0,07-17-2020 08:11:03,2,1,2,True,149
14494,1594966280.0,07-17-2020 08:11:20,1,1,1,True,803
14495,1594966294.0,07-17-2020 08:11:34,2,1,2,True,144
14496,1594966306.0,07-17-2020 08:11:46,1,1,1,True,697
14497,1594966319.0,07-17-2020 08:11:59,0,1,0,True,125
14498,1594966334.0,07-17-2020 08:12:14,5,1,5,True,664
14499,1594966347.0,07-17-2020 08:12:27,5,1,5,True,790
14500,1594966369.0,07-17-2020 08:12:49,3,1,3,True,64
14501,1594966392.0,07-17-2020 08:13:12,6,1,6,True,370
14502,1594966415.0,07-17-2020 08:13:35,7,1,7,True,597
14503,1594966428.0,07-17-2020 08:13:48,4,1,4,True,250
14504,1594966441.0,07-17-2020 08:14:01,3,1,3,True,653
14505,1594966455.0,07-17-2020 08:14:15,2,1,2,True,386
14506,1594966479.0,07-17-2020 08:14:39,5,1,5,True,226
14507,1594966495.0,07-17-2020 08:14:55,4,1,4,True,777
14508,1594966512.0,07-17-2020 08:15:12,2,1,2,True,24
14509,1594966532.0,07-17-2020 08:15:32,2,1,2,True,861
14510,1594966543.0,07-17-2020 08:15:43,1,1,1,True,577
14511,1594966559.0,07-17-2020 08:15:59,3,1,3,True,770
14512,1594966576.0,07-17-2020 08:16:16,3,1,3,True,253
14513,1594966589.0,07-17-2020 08:16:29,2,1,2,True,454
14514,1594966605.0,07-17-2020 08:16:45,7,1,7,True,127
14515,1594966620.0,07-17-2020 08:17:00,4,1,4,True,657
14516,1594966636.0,07-17-2020 08:17:16,0,1,0,True,453
14517,1594966654.0,07-17-2020 08:17:34,4,1,4,True,141
14518,1594966669.0,07-17-2020 08:17:49,1,1,1,True,454
14519,1594966685.0,07-17-2020 08:18:05,4,1,4,True,319
14520,1594966701.0,07-17-2020 08:18:21,2,1,2,True,605
14521,1594966719.0,07-17-2020 08:18:39,5,1,5,True,600
14522,1594966736.0,07-17-2020 08:18:56,2,1,2,True,216
14523,1594966753.0,07-17-2020 08:19:13,2,1,2,True,313
14524,1594966775.0,07-17-2020 08:19:35,1,1,1,True,5
14525,1594966798.0,07-17-2020 08:19:58,6,1,6,True,582
14526,1594966814.0,07-17-2020 08:20:14,1,1,1,True,661
14527,1594966828.0,07-17-2020 08:20:28,3,1,3,True,221
14528,1594966843.0,07-17-2020 08:20:43,12,1,12,True,805
14529,1594966866.0,07-17-2020 08:21:06,4,1,4,True,44
14530,1594966889.0,07-17-2020 08:21:29,0,1,0,True,407
14531,1594966907.0,07-17-2020 08:21:47,1,1,1,True,501
14532,1594966923.0,07-17-2020 08:22:03,4,1,4,True,423
14533,1594966943.0,07-17-2020 08:22:23,2,1,2,True,267
14534,1594966960.0,07-17-2020 08:22:40,3,1,3,True,379
14535,1594966978.0,07-17-2020 08:22:58,0,1,0,True,277
14536,1594967001.0,07-17-2020 08:23:21,3,1,3,True,233
14537,1594967020.0,07-17-2020 08:23:40,3,1,3,True,177
14538,1594967032.0,07-17-2020 08:23:52,0,1,0,True,595
14539,1594967047.0,07-17-2020 08:24:07,1,1,1,False,209
14540,1594967060.0,07-17-2020 08:24:20,3,1,3,True,652
14541,1594967073.0,07-17-2020 08:24:33,1,1,1,True,424
14542,1594967088.0,07-17-2020 08:24:48,4,1,4,True,489
14543,1594967099.0,07-17-2020 08:24:59,9,1,9,True,286
14544,1594967118.0,07-17-2020 08:25:18,0,1,0,True,276
14545,1594967129.0,07-17-2020 08:25:29,4,1,4,True,289
14546,1594967146.0,07-17-2020 08:25:46,3,1,3,True,143
14547,1594967167.0,07-17-2020 08:26:07,6,1,6,True,781
14548,1594967187.0,07-17-2020 08:26:27,1,1,1,True,441
14549,1594967205.0,07-17-2020 08:26:45,0,1,0,True,810
14550,1594967226.0,07-17-2020 08:27:06,4,1,4,True,327
14551,1594967249.0,07-17-2020 08:27:29,5,1,5,True,11
14552,1594967269.0,07-17-2020 08:27:49,0,1,0,True,611
14553,1594967287.0,07-17-2020 08:28:07,2,1,2,True,649
14554,1594967307.0,07-17-2020 08:28:27,9,1,9,True,781
